Date,USDJPY,EURUSD,GBPUSD,USDCNH,EURJPY,AUDUSD,EURGBP,EURCHF,USDCAD,AUDCAD,CADJPY,EURCAD,CADCHF,GBPJPY,AUDJPY,CHFJPY,AUDCHF,EURAUD,GBPAUD
07/20/2022,-0.905,-1.795,-1.9025,1.305,-2.06,-1.9925,0.3325,-1.1025,1.5225,-0.6525,-2.07,-0.315,-2.65,-2.2925,-2.5725,-0.805,-1.3875,0.38,-0.005
07/19/2022,-1.005,-1.735,-1.9625,1.3425,-2.09,-2.0525,0.335,-1.2675,1.495,-0.715,-2.1,-0.29,-2.65,-2.4275,-2.5625,-0.85,-1.515,0.485,-0.05
07/18/2022,-1.0125,-1.77,-2.025,1.3625,-2.18,-2.1525,0.33,-1.225,1.5575,-0.7975,-1.96,-0.4,-2.65,-2.5025,-2.5525,-0.8475,-1.5275,0.51,0.03
,,,,,,,,,,,,,,,,,,,
07/15/2022,-1.0125,-1.99,-2.05,1.46,-2.38,-2.2175,0.345,-1.3225,1.585,-0.7325,-2.18,-0.365,-2.75,-2.5725,-2.57,-0.8775,-1.63,0.4625,0.035
07/14/2022,-1.055,-2.1175,-2.085,1.3125,-2.55,-2.2875,0.345,-1.35,1.72,-0.6325,-2.35,-0.3725,-2.83,-2.6,-2.6325,-0.8825,-1.665,0.395,0.005
07/13/2022,-1.335,-1.7775,-2.0525,1.0375,-2.47,-2.0275,0.365,-1.2425,1.3925,-0.7975,-2.26,-0.3975,-2.53,-2.6125,-2.8075,-1.05,-1.51,0.5,0.04
07/12/2022,-1.32,-1.965,-2.1,1.1025,-2.56,-2.13,0.4,-1.265,1.5875,-0.75,-2.37,-0.3525,-2.72,-2.7425,-2.9025,-1.02,-1.5575,0.46,0.05
07/11/2022,-1.1025,-2.01,-2.08,0.5525,-2.505,-2.0475,0.4025,-1.315,1.54,-0.67,-2.22,-0.3625,-2.7,-2.6525,-2.815,-1.055,-1.47,0.3975,0.015
,,,,,,,,,,,,,,,,,,,
07/08/2022,-1.3925,-1.89,-2.055,0.5025,-2.545,-1.925,0.415,-1.245,1.41,-0.68,-2.17,-0.165,-2.6,-2.6625,-2.9375,-1.1375,-1.47,0.4475,-0.05
07/07/2022,-1.4175,-1.8275,-2.145,0.5475,-2.505,-1.965,0.41,-1.28,1.565,-0.59,-2.32,-0.14,-2.72,-2.69,-2.9775,-1.1875,-1.4575,0.45,-0.1225
07/06/2022,-1.695,-2.1,-2.395,0.55,-2.705,-2.115,0.6375,-1.345,1.73,-0.6375,-2.4,-0.015,-2.85,-2.97,-3.205,-1.155,-1.5425,0.51,-0.21
07/05/2022,-1.6325,-2.055,-2.36,0.5525,-2.61,-2.165,0.7375,-1.315,1.7475,-0.6325,-2.51,0.0025,-2.85,-2.9075,-3.1975,-1.15,-1.615,0.5175,-0.07
07/04/2022,-1.595,-1.5125,-2.025,0.49,-2.425,-2.1425,0.8,-1.1625,1.41,-0.7925,-2.54,0.04,-2.7,-2.7075,-3.145,-1.105,-1.745,0.7725,0.025
,,,,,,,,,,,,,,,,,,,
07/01/2022,-1.63,-1.725,-2.06,0.495,-2.46,-2.17,0.7925,-1.1225,1.4125,-0.75,-2.46,-0.035,-2.7,-2.74,-2.965,0.0225,-1.7425,0.68,0.045
06/30/2022,-1.395,-1.4475,-1.775,0.4725,-2.1725,-1.8875,0.7575,-1.14,1.2125,-0.655,-2.1,0.025,-2.55,-2.5025,-2.66,0.1525,-1.5025,0.54,0.005
06/29/2022,-1.365,-1.2175,-1.8,0.51,-2.1,-1.88,0.875,-1.07,1.255,-0.645,-2,0.165,-2.6,-2.455,-2.5325,0.095,-1.45,0.685,0.005
06/28/2022,-1.4625,-0.92,-1.64,0.5325,-1.885,-1.7875,0.935,-1.015,1.1675,-0.62,-2,0.2225,-2.6,-2.4925,-2.4775,-0.19,-1.36,0.71,0.02
06/27/2022,-1.6025,-0.9125,-1.61,0.6075,-2.07,-1.82,0.94,-1.01,1.255,-0.5925,-2.17,0.2275,-2.6,-2.585,-2.6425,-0.0875,-1.405,0.72,-0.0025
,,,,,,,,,,,,,,,,,,,
06/24/2022,-1.495,-1,-1.67,0.6675,-1.915,-1.885,0.9225,-1.025,1.3175,-0.5975,-2.07,0.2575,-2.65,-2.485,-2.6825,-0.13,-1.5975,0.795,-0.0075
06/23/2022,-1.2825,-1.1625,-1.8025,0.69,-2.115,-2.01,0.9725,-1.0375,1.5625,-0.5425,-2.31,0.3025,-2.95,-2.5525,-2.6175,-0.14,-1.61,0.79,-0.025
06/22/2022,-1.09,-1.0925,-1.9275,0.7075,-1.935,-2.02,0.9925,-1.08,1.595,-0.5675,-2.15,0.3375,-2.05,-2.2875,-2.5025,-0.755,-1.615,0.855,-0.055
06/21/2022,-0.8775,-1.075,-1.9075,0.6925,-1.725,-1.9625,0.9975,-1.035,1.55,-0.5575,-2.15,0.315,-2.05,-2.1575,-2.7075,-0.665,-1.2925,0.9,-0.095
06/20/2022,-0.72,-1.1475,-1.9725,0.7175,-1.51,-2.1325,1.015,-1.1125,1.7375,-0.57,-2.12,0.3025,-1.75,-2.1225,-2.91,-0.7075,-1.3825,0.93,-0.09
,,,,,,,,,,,,,,,,,,,
06/17/2022,-0.73,-1.2225,-1.995,0.7375,-1.6375,-2.205,1.005,-1.09,1.695,-0.61,-2.15,0.3025,-1.73,-2.1925,-3.0025,-0.7025,-1.575,0.9525,-0.065
06/16/2022,-1.9625,-1.2225,-2.0575,0.805,-2.4675,-2.275,1.05,-1.065,1.635,-0.7475,-2.99,0.25,-1.52,-2.845,-3.58,-1.315,-1.41,1.0125,-0.035
06/15/2022,-0.975,-1.69,-2.1725,0.9075,-2.205,-2.2025,1.0075,-0.865,1.5475,-0.675,-2.38,0.0875,-1.35,-2.5075,-3.1625,-0.935,-1.1325,0.6875,-0.045
06/14/2022,-0.74,-1.885,-2.29,0.9575,-2.125,-2.3525,1.0125,-0.86,1.6675,-0.7825,-1.89,0.055,-1.98,-2.425,-3.0175,-0.7575,-1.3475,0.78,-0.02
06/13/2022,-0.6025,-1.7425,-1.97,0.9575,-1.6475,-2.275,0.9275,-0.7475,1.44,-0.6975,-1.76,0.035,-1.7,-1.8525,-2.2975,-0.6,-1.23,0.6975,0.145
,,,,,,,,,,,,,,,,,,,
06/10/2022,0.15,-0.92,-1.55,0.845,-0.74,-1.595,0.7325,-0.685,1.095,-0.495,-1.03,0.185,-1.48,-1.2275,-1.34,-0.1825,-0.84,0.7325,0.03
06/09/2022,0.345,-0.7375,-1.35,0.715,-0.415,-1.4825,0.7475,-0.62,1.01,-0.495,-0.85,0.2225,-1.3,-1.0025,-1.4425,-0.1525,-0.805,0.7575,0.03
06/08/2022,0.38,-0.7575,-1.39,0.6775,-0.365,-1.42,0.805,-0.6125,0.87,-0.5625,-0.7,0.13,-1.3,-1.055,-1.39,-0.155,-0.78,0.69,0.03
06/07/2022,0.2525,-0.7575,-1.425,0.65,-0.445,-1.42,0.7825,-0.6725,0.9325,-0.5875,-0.79,0.13,-1.33,-1.17,-1.6075,-0.285,-0.83,0.69,0.025
06/06/2022,0.0175,-0.775,-1.4225,0.635,-0.6125,-1.3525,0.7775,-0.7775,0.865,-0.56,-0.82,0.125,-1.33,-1.2125,-1.585,-0.2775,-0.7625,0.65,-0.045
,,,,,,,,,,,,,,,,,,,
06/03/2022,-0.0775,-0.775,-1.405,0.6075,-0.6875,-1.285,0.7875,-0.785,0.8525,-0.5275,-0.94,0.1,-1.33,-1.2075,-1.62,-0.3275,-0.7225,0.605,-0.015
06/02/2022,-0.1075,-0.8025,-1.405,0.6425,-0.73,-1.3925,0.7525,-0.785,0.8625,-0.5825,-0.9,0.085,-1.33,-1.2225,-1.62,-0.3875,-0.67,0.66,0.015
06/01/2022,-0.0675,-0.845,-1.38,0.6625,-0.7275,-1.455,0.76,-0.7925,0.875,-0.5175,-0.94,0.1125,-1.38,-1.2725,-1.7425,-0.4775,-0.735,0.6525,0.01
05/31/2022,-0.2475,-0.775,-1.355,0.72,-0.825,-1.465,0.83,-0.7775,0.89,-0.51,-0.97,0.14,-1.35,-1.425,-1.87,-0.5025,-0.7275,0.745,0.025
05/30/2022,-0.4825,-0.6,-1.29,0.77,-0.9225,-1.3475,0.845,-0.775,0.87,-0.505,-1.16,0.2375,-0.93,-1.4825,-2.0625,-0.5725,-0.7775,0.7375,0.0025
,,,,,,,,,,,,,,,,,,,
05/27/2022,-0.5725,-0.655,-1.325,0.8225,-1.07,-1.41,0.84,-0.77,0.935,-0.495,-1.23,0.225,-0.98,-1.54,-2.1375,-0.69,-0.805,0.83,0.005
05/26/2022,-0.685,-0.7575,-1.425,0.8325,-1.25,-1.56,0.9425,-0.8,1.02,-0.525,-1.4,0.2175,-1.02,-1.6925,-2.4325,-0.665,-0.905,0.855,-0.04
05/25/2022,-0.735,-0.7975,-1.615,0.71,-1.295,-1.65,0.97,-0.785,1.3325,-0.4225,-1.66,0.2675,-1.33,-1.78,-2.5425,-0.7475,-0.94,0.895,-0.065
05/24/2022,-0.935,-0.73,-1.64,0.7075,-1.3525,-1.765,1.005,-0.8375,1.4775,-0.4575,-1.88,0.3175,-1.45,-1.85,-2.7275,-0.78,-0.8525,0.9875,0.01
05/23/2022,-0.7375,-0.88,-1.625,0.705,-1.555,-1.82,0.9475,-0.8275,1.4625,-0.4925,-1.94,0.15,-1.33,-1.885,-2.8875,-0.7625,-0.885,0.9025,0.06
,,,,,,,,,,,,,,,,,,,
05/20/2022,-0.855,-1.1,-1.7275,0.7225,-1.67,-1.93,0.9825,-0.9975,1.585,-0.595,-2.02,0.2075,-1.27,-1.99,-3.3175,-0.86,-0.9975,0.89,0.08
05/19/2022,-1.0325,-1.0775,-1.925,0.755,-1.79,-2.04,0.995,-1.0375,1.55,-0.6975,-2.03,0.0925,-1.2,-2.015,-3.345,-0.8975,-1.0525,0.9425,0.135
05/18/2022,-0.7575,-1.3725,-1.9025,0.7475,-1.7175,-2.2425,1.01,-0.505,1.585,-0.755,-1.84,0.045,-1.15,-1.905,-3.0425,-0.76,-0.9075,1.0075,0.11
05/17/2022,-0.41,-1.12,-1.7075,0.835,-1.48,-2.205,0.9775,-0.385,1.535,-0.8325,-1.68,0.1075,-1.15,-1.7175,-3.0425,-0.69,-0.865,1.1,0.255
05/16/2022,-0.5175,-1.4025,-2.0025,1.13,-1.79,-2.5225,1.07,-0.3775,1.53,-0.9725,-1.77,-0.055,-0.93,-1.985,-3.2575,-0.78,-0.9725,1.1625,0.27
,,,,,,,,,,,,,,,,,,,
05/13/2022,-0.5225,-1.645,-2.045,1.2275,-1.7625,-2.505,0.985,-0.4225,1.67,-0.93,-1.84,-0.01,-1.05,-2.02,-3.305,-0.795,-0.94,1.07,0.335
05/12/2022,-0.9225,-1.85,-2.14,1.3225,-2.32,-2.815,0.965,-0.455,1.89,-0.9425,-1.98,0.055,-1.35,-2.205,-3.175,-0.78,-1.0375,1.2,0.44
05/11/2022,-0.185,-1.1075,-1.97,1.275,-1.2275,-2.21,0.935,-0.4075,1.6775,-0.735,-1.48,0.255,-1.05,-1.6875,-2.4725,-0.4325,-0.735,1.0675,0.14
05/10/2022,0.0975,-1.3475,-2.22,1.47,-1.2725,-2.515,0.955,-0.405,1.795,-0.9375,-1.54,0.2525,-1.15,-1.8425,-2.635,-0.265,-0.99,1.22,0.1825
05/09/2022,0.34,-1.585,-2.4325,1.6775,-1.28,-2.615,1.02,-0.455,1.745,-0.84,-1.26,-0.0475,-1.45,-1.9,-2.455,-0.2625,-0.8275,1.035,0.14
,,,,,,,,,,,,,,,,,,,
05/06/2022,0.53,-1.53,-2.27,1.5725,-1.2,-2.195,0.8875,-0.4425,1.4625,-0.7275,-1.07,-0.2025,-1.15,-1.645,-2.0325,-0.1375,-0.6025,0.77,-0.01
05/05/2022,0.55,-1.58,-2.095,1.455,-1.145,-1.825,0.8125,-0.485,1.425,-0.5025,-1.08,-0.2375,-1.13,-1.605,-1.7825,-0.1575,-0.345,0.485,-0.13
05/04/2022,0.1675,-1.23,-1.8925,1.3875,-1.1125,-1.645,0.6925,-0.505,1.215,-0.5375,-1.11,-0.075,-0.98,-1.53,-1.9825,-0.2775,-0.37,0.4975,-0.12
05/03/2022,0.2625,-1.625,-2.1725,1.4675,-1.215,-2.115,0.695,-0.5775,1.4,-0.6625,-1.25,-0.2675,-1.27,-1.7925,-2.125,-0.23,-0.6775,0.66,0.035
05/02/2022,0.2075,-1.7625,-2.12,1.4525,-1.255,-2.28,0.6975,-0.59,1.445,-0.695,-1.36,-0.365,-1.38,-1.87,-2.2425,-0.315,-0.8175,0.715,0.09
,,,,,,,,,,,,,,,,,,,
04/29/2022,0.15,-1.72,-2.035,1.345,-1.22,-1.965,0.675,-0.555,1.22,-0.7025,-1.23,-0.51,-1.48,-1.88,-2.0075,-0.51,-0.445,0.5275,-0.065
04/28/2022,0.09,-2.035,-2.52,1.115,-1.485,-2.04,0.7725,-0.5,1.1325,-0.7625,-1.22,-0.7875,-1.45,-2.055,-2.4525,-0.51,-0.415,0.465,-0.275
04/27/2022,-0.5725,-1.625,-2.15,0.87,-1.61,-1.805,0.805,-0.4925,1.09,-0.6025,-1.54,-0.55,-1.38,-2.085,-2.535,-0.78,-0.41,0.5025,-0.165
04/26/2022,-0.75,-1.0325,-1.85,0.885,-1.3775,-1.75,0.84,-0.4925,0.935,-0.635,-1.45,-0.04,-1.33,-1.9725,-2.1875,-0.75,-0.3675,0.6475,-0.15
04/25/2022,-0.6925,-0.8125,-1.5675,0.96,-1.135,-1.425,0.7225,-0.4475,0.8325,-0.5275,-1.32,0.1,-1.2,-1.5875,-1.88,-0.595,-0.205,0.685,-0.105
,,,,,,,,,,,,,,,,,,,
04/22/2022,-0.035,-0.93,-1.32,0.92,-0.835,-1.135,0.5175,-0.4875,0.72,-0.31,-0.77,0.0575,-1.05,-0.9075,-1.3075,-0.2275,0.1525,0.34,-0.165
04/21/2022,0.0525,-0.7525,-0.845,1.1575,-0.695,-0.765,0.0775,-0.46,0.475,-0.305,-0.6,0.0175,-0.85,-0.79,-0.92,-0.155,0.405,0.1575,-0.14
04/20/2022,0.1425,-1.0425,-0.905,1.3425,-0.82,-0.765,-0.0025,-0.69,0.555,-0.2775,-0.62,-0.175,-0.85,-0.8325,-0.9625,-0.135,0.34,-0.015,-0.19
04/19/2022,0.3625,-1.2925,-0.945,0.945,-0.8675,-0.84,-0.1175,-0.76,0.5725,-0.275,-0.68,-0.235,-1,-0.8525,-0.935,-0.0825,0.0775,-0.015,-0.14
04/18/2022,0.3,-1.31,-0.97,0.855,-1.105,-0.895,-0.13,-0.8425,0.6175,-0.2725,-0.64,-0.2675,-0.9,-0.815,-1.045,-0.0725,0.075,-0.0425,-0.15
,,,,,,,,,,,,,,,,,,,
04/15/2022,0.2775,-1.28,-0.94,0.7925,-1.1025,-0.855,-0.0925,-0.8125,0.585,-0.255,-0.57,-0.28,-0.9,-0.855,-1.13,-0.08,0.0525,-0.0175,-0.155
04/14/2022,0.195,-1.2775,-0.935,0.815,-1.14,-0.855,-0.105,-0.8025,0.655,-0.2325,-0.63,-0.2625,-0.98,-0.8825,-1.1575,-0.135,0.1575,-0.0275,-0.16
04/13/2022,0.3175,-1.2825,-1.055,0.8025,-1.12,-0.91,-0.1075,-0.7875,0.67,-0.2575,-0.63,-0.2725,-1,-0.8725,-1.035,-0.035,-0.025,-0.0075,-0.145
04/12/2022,0.1675,-1.2175,-1.1,0.805,-1.15,-0.835,-0.12,-0.8425,0.79,-0.1275,-0.75,-0.1725,-1.15,-0.9625,-1.1025,-0.0025,0.14,0.0025,-0.2
04/11/2022,0.1825,-1.3575,-1.175,0.73,-1.27,-0.945,-0.1,-0.89,0.78,-0.225,-0.77,-0.145,-1.15,-1.0075,-1.0875,0.005,-0.0475,-0.01,-0.195
,,,,,,,,,,,,,,,,,,,
04/08/2022,0.0825,-1.4225,-1.205,0.6625,-1.42,-0.93,-0.0675,-0.8425,0.765,-0.22,-0.75,-0.25,-1.13,-1.09,-1.125,-0.0775,-0.16,-0.04,-0.185
04/07/2022,0.05,-1.5775,-1.2,0.6725,-1.545,-0.93,-0.0025,-0.8625,0.755,-0.205,-0.85,-0.4475,-1.1,-1.1325,-1.14,-0.05,-0.145,-0.105,-0.145
04/06/2022,0.125,-1.86,-1.215,0.715,-1.675,-0.855,0.015,-0.8875,0.73,-0.24,-0.88,-0.6425,-1.13,-1.16,-1.16,-0.1225,-0.1575,-0.17,-0.195
04/05/2022,0.0825,-1.8325,-1.17,0.6525,-1.56,-0.89,0.045,-0.8325,0.685,-0.215,-0.8,-0.5725,-1.1,-1.1575,-1.095,-0.085,0.035,-0.105,-0.16
04/04/2022,0.125,-1.4975,-1.115,0.64,-1.1675,-0.975,0.1375,-0.7575,0.715,-0.345,-0.75,-0.3025,-1.1,-1.1125,-1.355,-0.14,-0.07,0.065,-0.105
,,,,,,,,,,,,,,,,,,,
04/01/2022,0.1125,-1.1175,-1.0875,0.6325,-1.0125,-1.045,0.3925,-0.665,0.72,-0.3875,-0.82,-0.0975,-1.08,-1.14,-1.41,-0.125,-0.24,0.265,-0.005
03/31/2022,-0.0925,-0.9875,-1.105,0.63,-1,-1.125,0.38,-0.6525,0.7625,-0.3725,-1.08,-0.015,-1.1,-1.23,-1.4875,-0.245,-0.265,0.275,0.02
03/30/2022,-0.0875,-0.905,-1.1,0.71,-0.995,-1.18,0.2725,-0.7,0.71,-0.4325,-1.02,0.065,-1.05,-1.295,-1.5075,-0.17,-0.285,0.2925,0.04
03/29/2022,-0.01,-1.0225,-1.1475,0.765,-1.1325,-1.23,0.23,-0.78,0.7975,-0.41,-0.99,0.0525,-1.15,-1.2825,-1.46,0.02,-0.36,0.14,0.005
03/28/2022,0.405,-1.4375,-1.32,0.805,-1.33,-1.25,0.1325,-0.8825,0.7925,-0.41,-0.8,-0.29,-1.1,-1.22,-1.44,0.1975,-0.335,-0.005,-0.055
,,,,,,,,,,,,,,,,,,,
03/25/2022,0.0375,-1.35,-1.235,0.6775,-1.455,-1.16,0.1175,-0.8525,0.7475,-0.36,-0.89,-0.26,-1.05,-1.3,-1.465,-0.01,-0.3525,-0.01,0.025
03/24/2022,0.235,-1.54,-1.185,0.73,-1.525,-1.25,0.135,-0.875,0.8225,-0.37,-0.99,-0.3425,-1.17,-1.3775,-1.37,0.035,-0.3225,-0.0775,0.075
03/23/2022,-0.1075,-1.515,-1.1675,0.775,-1.52,-1.275,0.17,-0.8975,0.92,-0.35,-1.04,-0.31,-1.25,-1.375,-1.47,0.0025,-0.3425,-0.04,0.08
03/22/2022,0.005,-1.6575,-1.1575,0.7675,-1.62,-1.3325,0.1775,-0.9575,0.995,-0.33,-1.04,-0.33,-0.95,-1.415,-1.5225,-0.035,-0.6075,-0.0425,0.095
03/21/2022,-0.355,-1.655,-1.305,0.7875,-1.86,-1.385,0.22,-0.9975,0.9475,-0.4,-1.23,-0.375,-0.95,-1.6925,-1.7875,-0.12,-0.4325,-0.08,0.105
,,,,,,,,,,,,,,,,,,,
03/18/2022,-0.365,-1.705,-1.38,0.7625,-1.87,-1.5275,0.22,-0.9525,0.9425,-0.4425,-1.31,-0.4175,-0.93,-1.9425,-1.855,-0.1975,-0.5625,-0.065,0.06
03/17/2022,-0.51,-1.07,-1.215,0.7,-1.725,-1.5275,0.26,-0.785,0.9525,-0.5075,-1.31,0.115,-0.98,-1.985,-2.02,-0.29,-0.895,0.31,0.145
03/16/2022,-0.3875,-1.31,-1.49,0.89,-1.72,-1.6225,0.21,-0.91,1.045,-0.55,-1.28,-0.0825,-1.05,-1.9975,-2.085,-0.36,-0.935,0.1475,-0.01
03/15/2022,-0.54,-1.955,-1.95,1.0125,-2.315,-1.9925,0.215,-1.09,1.1375,-0.71,-1.56,-0.335,-1.38,-2.2925,-2.27,-0.41,-1.1475,-0.115,-0.025
03/14/2022,-0.6225,-2.0875,-2.145,0.845,-2.405,-2.11,0.215,-1.1575,1.1325,-0.66,-1.64,-0.555,-1.38,-2.505,-2.3375,-0.43,-1.1525,-0.3975,-0.225
,,,,,,,,,,,,,,,,,,,
03/11/2022,-0.9225,-2.1775,-2.105,0.525,-2.7375,-1.6275,0.18,-1.07,1.0825,-0.4525,-1.72,-0.6525,-1.27,-2.5075,-2.335,-0.7475,-0.85,-0.6025,-0.335
03/10/2022,-1.0925,-1.9775,-1.735,0.495,-2.6325,-1.595,0.175,-1.1125,1.2625,-0.3475,-2.02,-0.3075,-1.65,-2.3375,-2.4925,-0.815,-0.8875,-0.425,-0.09
03/09/2022,-1.18,-1.51,-1.635,0.495,-2.445,-1.555,0.1525,-1.255,1.465,-0.2425,-2.12,0.1925,-1.67,-2.325,-2.535,-0.81,-0.9375,-0.2975,-0.025
03/08/2022,-1.36,-2.15,-2.3975,0.6425,-3.28,-1.775,-0.015,-1.685,1.7475,-0.1625,-2.55,-0.2625,-1.88,-2.9275,-2.77,-0.93,-1.0825,-0.5075,-0.205
03/07/2022,-1.5175,-3.46,-2.8775,0.5975,-4.1225,-1.6025,-0.155,-2.3,1.68,-0.07,-2.6,-1.04,-1.55,-3.3725,-2.8375,-1.08,-0.9525,-1.1625,-0.415
,,,,,,,,,,,,,,,,,,,
03/04/2022,-1.735,-3.505,-2.4425,0.5675,-4.2825,-1.6825,-0.01,-2.4325,1.5025,-0.19,-2.67,-1.105,-1.3,-3.285,-2.8675,-1.07,-0.9975,-0.96,-0.075
03/03/2022,-1.3475,-2.5,-2.02,0.53,-3.335,-1.46,0.1375,-1.6075,1.2575,-0.27,-2.02,-0.6825,-0.4,-2.6975,-2.515,-0.845,-0.835,-0.24,0.295
03/02/2022,-1.3575,-2.6025,-2.125,0.535,-3.115,-1.6025,0.185,-1.765,1.075,-0.42,-1.97,-0.84,-0.5,-2.725,-2.8975,-0.83,-1.005,-0.165,0.29
03/01/2022,-1.3775,-2.275,-1.9,0.44,-3.5975,-1.705,0.3675,-0.9725,1.25,-0.4825,-2,-1.0325,-0.25,-2.1,-2.7825,-0.8,-0.9375,-0.195,0.34
02/28/2022,-1.1075,-1.125,-1.0925,0.4475,-2.3275,-1.555,0.55,-0.8325,1.095,-0.4325,-1.8,0.05,-0.9,-1.76,-2.745,-0.74,-0.93,0.3375,0.475
,,,,,,,,,,,,,,,,,,,
02/25/2022,-1.01,-0.625,-0.97,0.4175,-1.94,-1.3325,0.61,-0.5725,0.945,-0.3975,-1.51,0.32,-1.27,-1.655,-2.3825,-0.6825,-0.875,0.64,0.47
02/24/2022,-1.205,-0.825,-1.085,0.3075,-2.2775,-1.625,0.635,-0.575,1.145,-0.4225,-1.86,0.355,-1.2,-1.8075,-2.6575,-0.7975,-1.125,0.84,0.5
02/23/2022,-0.955,-0.4825,-0.72,0.245,-1.7425,-1.31,0.4925,-0.4175,0.92,-0.2675,-1.48,0.465,-1.4,-1.54,-2.1375,-0.6,-0.715,0.68,0.43
02/22/2022,-1.19,-0.42,-0.735,0.2775,-1.8625,-1.305,0.48,-0.455,0.9525,-0.33,-1.72,0.4625,-1.3,-1.6625,-2.44,-0.8,-0.8475,0.795,0.425
02/21/2022,-1.3,-0.485,-0.745,0.1975,-1.9375,-1.27,0.5125,-0.37,0.995,-0.2675,-1.81,0.4775,-1.38,-1.6825,-2.33,-0.82,-0.84,0.78,0.43
,,,,,,,,,,,,,,,,,,,
02/18/2022,-1.265,-0.4525,-0.735,0.17,-1.8325,-1.29,0.5125,-0.355,1.0275,-0.2925,-1.77,0.495,-1.45,-1.575,-2.355,-0.8325,-0.795,0.775,0.435
02/17/2022,-1.3625,-0.3875,-0.74,0.1925,-1.8425,-1.39,0.5575,-0.2425,0.9275,-0.3175,-1.76,0.4925,-1.23,-1.665,-2.385,-0.8425,-0.8675,0.865,0.46
02/16/2022,-1.21,-0.2,-0.715,0.2,-1.63,-1.25,0.545,-0.205,0.875,-0.3475,-1.62,0.565,-1.2,-1.605,-2.3,-0.7675,-0.795,0.855,0.465
02/15/2022,-1.245,-0.2575,-0.72,0.2525,-1.73,-1.385,0.5325,-0.225,0.8675,-0.425,-1.64,0.5225,-1.23,-1.605,-2.525,-0.875,-0.815,0.885,0.52
02/14/2022,-1.47,-0.4425,-0.815,0.2825,-1.92,-1.58,0.56,-0.2875,0.97,-0.53,-1.89,0.5275,-1.25,-1.7025,-2.7725,-0.9,-1.01,1.005,0.56
,,,,,,,,,,,,,,,,,,,
02/11/2022,-1.16,-0.21,-0.7675,0.235,-0.975,-1.39,0.6475,0.2,0.9425,-0.385,-1.47,0.54,-1.45,-1.465,-1.955,-0.6375,-0.8475,0.945,0.53
02/10/2022,-0.605,0.1475,-0.655,0.215,-0.51,-0.965,0.635,0.2525,0.785,-0.16,-1.21,0.675,-1.27,-1.24,-1.65,-0.425,-0.49,0.84,0.33
02/09/2022,-0.75,0.1725,-0.66,0.205,-0.5525,-0.92,0.65,0.26,0.705,-0.205,-1.22,0.64,-1.3,-1.23,-1.685,-0.4725,-0.5475,0.83,0.305
02/08/2022,-0.7,0.21,-0.675,0.205,-0.5375,-1.005,0.66,0.26,0.695,-0.245,-1.18,0.625,-1.3,-1.2125,-1.735,-0.4475,-0.6325,0.925,0.32
02/07/2022,-0.7,0.205,-0.7,0.2075,-0.57,-1.06,0.7125,0.2575,0.71,-0.2875,-1.22,0.65,-1.3,-1.2625,-1.75,-0.4475,-0.6125,0.93,0.34
,,,,,,,,,,,,,,,,,,,
02/04/2022,-0.715,0.25,-0.675,0.1975,-0.58,-1.1,0.6975,0.255,0.7725,-0.295,-1.25,0.7275,-1.27,-1.2475,-1.9,-0.445,-0.7125,1.045,0.335
02/03/2022,-0.7,0.105,-0.675,0.215,-0.71,-1.125,0.59,-0.0325,0.745,-0.2825,-1.19,0.55,-1.25,-1.27,-1.97,-0.4325,-0.6975,0.93,0.355
02/02/2022,-0.715,-0.175,-0.695,0.2325,-0.8725,-1.165,0.53,-0.0975,0.765,-0.3025,-1.22,0.555,-1.25,-1.24,-1.98,-0.415,-0.6775,0.84,0.365
02/01/2022,-0.685,-0.2,-0.725,0.2225,-0.9175,-1.215,0.495,-0.1575,0.855,-0.2575,-1.25,0.6275,-1.4,-1.2525,-1.995,-0.445,-0.725,0.88,0.4
01/31/2022,-0.655,-0.315,-0.775,0.235,-0.96,-1.29,0.5475,-0.165,0.945,-0.3325,-1.3,0.6275,-1.48,-1.2625,-2.05,-0.445,-0.73,0.895,0.48
,,,,,,,,,,,,,,,,,,,
01/28/2022,-0.67,-0.405,-0.785,0.215,-1.02,-1.43,0.56,-0.165,0.96,-0.41,-1.31,0.605,-1.48,-1.2625,-2.115,-0.4625,-0.8425,1,0.53
01/27/2022,-0.745,-0.385,-0.785,0.2225,-1.03,-1.295,0.5325,-0.1625,0.93,-0.3125,-1.25,0.595,-1.42,-1.3075,-1.9625,-0.465,-0.7625,0.875,0.425
01/26/2022,-0.81,-0.3,-0.76,0.0875,-1.055,-1.095,0.5925,-0.1625,0.745,-0.2975,-1.23,0.56,-1.3,-1.345,-1.9375,-0.505,-0.7175,0.82,0.385
01/25/2022,-0.935,-0.305,-0.81,0.0975,-1.14,-1.235,0.61,-0.1625,0.775,-0.3,-1.38,0.5725,-1.33,-1.42,-2.13,-0.57,-0.7775,0.88,0.425
01/24/2022,-0.995,-0.305,-0.79,0.0875,-1.0475,-1.14,0.625,-0.165,0.795,-0.2725,-1.46,0.585,-1.35,-1.425,-2.1,-0.61,-0.7875,0.885,0.41
,,,,,,,,,,,,,,,,,,,
01/21/2022,-0.885,-0.23,-0.685,0.095,-0.9725,-0.895,0.54,-0.1,0.705,-0.165,-1.3,0.5275,-1.23,-1.27,-1.7925,-0.5,-0.5575,0.695,0.29
